,Symbol,Datetime,Interval,Expiry,Option_type,Strike,Underlying,Open,High,Low,Close,Volume,OI
18,NIFTY2531322950CE,2025-02-18T15:11:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
19,NIFTY2531322950CE,2025-02-18T15:10:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
20,NIFTY2531322950CE,2025-02-18T15:09:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
21,NIFTY2531322950CE,2025-02-18T15:08:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
22,NIFTY2531322950CE,2025-02-18T15:07:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
23,NIFTY2531322950CE,2025-02-18T15:06:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
24,NIFTY2531322950CE,2025-02-18T15:05:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
25,NIFTY2531322950CE,2025-02-18T15:04:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
26,NIFTY2531322950CE,2025-02-18T15:03:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
27,NIFTY2531322950CE,2025-02-18T15:02:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
28,NIFTY2531322950CE,2025-02-18T15:01:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
29,NIFTY2531322950CE,2025-02-18T15:00:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
30,NIFTY2531322950CE,2025-02-18T14:59:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
31,NIFTY2531322950CE,2025-02-18T14:58:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
32,NIFTY2531322950CE,2025-02-18T14:57:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
33,NIFTY2531322950CE,2025-02-18T14:56:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
34,NIFTY2531322950CE,2025-02-18T14:55:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
35,NIFTY2531322950CE,2025-02-18T14:54:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
36,NIFTY2531322950CE,2025-02-18T14:53:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
37,NIFTY2531322950CE,2025-02-18T14:52:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
38,NIFTY2531322950CE,2025-02-18T14:51:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
39,NIFTY2531322950CE,2025-02-18T14:50:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,0,525
40,NIFTY2531322950CE,2025-02-18T14:49:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,401.85,401.85,401.85,401.85,75,525
41,NIFTY2531322950CE,2025-02-18T14:48:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
42,NIFTY2531322950CE,2025-02-18T14:47:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
43,NIFTY2531322950CE,2025-02-18T14:46:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
44,NIFTY2531322950CE,2025-02-18T14:45:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
45,NIFTY2531322950CE,2025-02-18T14:44:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
46,NIFTY2531322950CE,2025-02-18T14:43:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
47,NIFTY2531322950CE,2025-02-18T14:42:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
48,NIFTY2531322950CE,2025-02-18T14:41:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
49,NIFTY2531322950CE,2025-02-18T14:40:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
50,NIFTY2531322950CE,2025-02-18T14:39:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
51,NIFTY2531322950CE,2025-02-18T14:38:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
52,NIFTY2531322950CE,2025-02-18T14:37:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
53,NIFTY2531322950CE,2025-02-18T14:36:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
54,NIFTY2531322950CE,2025-02-18T14:35:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
55,NIFTY2531322950CE,2025-02-18T14:34:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
56,NIFTY2531322950CE,2025-02-18T14:33:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
57,NIFTY2531322950CE,2025-02-18T14:32:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
58,NIFTY2531322950CE,2025-02-18T14:31:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
59,NIFTY2531322950CE,2025-02-18T14:30:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
60,NIFTY2531322950CE,2025-02-18T14:29:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
61,NIFTY2531322950CE,2025-02-18T14:28:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
62,NIFTY2531322950CE,2025-02-18T14:27:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
63,NIFTY2531322950CE,2025-02-18T14:26:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
64,NIFTY2531322950CE,2025-02-18T14:25:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
65,NIFTY2531322950CE,2025-02-18T14:24:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
66,NIFTY2531322950CE,2025-02-18T14:23:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
67,NIFTY2531322950CE,2025-02-18T14:22:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
68,NIFTY2531322950CE,2025-02-18T14:21:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
69,NIFTY2531322950CE,2025-02-18T14:20:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
70,NIFTY2531322950CE,2025-02-18T14:19:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
71,NIFTY2531322950CE,2025-02-18T14:18:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
72,NIFTY2531322950CE,2025-02-18T14:17:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
73,NIFTY2531322950CE,2025-02-18T14:16:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
74,NIFTY2531322950CE,2025-02-18T14:15:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
75,NIFTY2531322950CE,2025-02-18T14:14:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
76,NIFTY2531322950CE,2025-02-18T14:13:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
77,NIFTY2531322950CE,2025-02-18T14:12:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
78,NIFTY2531322950CE,2025-02-18T14:11:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.75,395.75,395.75,395.75,0,600
79,NIFTY2531322950CE,2025-02-18T14:10:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,395.8,395.8,395.75,395.75,150,600
80,NIFTY2531322950CE,2025-02-18T14:09:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
81,NIFTY2531322950CE,2025-02-18T14:08:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
82,NIFTY2531322950CE,2025-02-18T14:07:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
83,NIFTY2531322950CE,2025-02-18T14:06:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
84,NIFTY2531322950CE,2025-02-18T14:05:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
85,NIFTY2531322950CE,2025-02-18T14:04:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
86,NIFTY2531322950CE,2025-02-18T14:03:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
87,NIFTY2531322950CE,2025-02-18T14:02:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
88,NIFTY2531322950CE,2025-02-18T14:01:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
89,NIFTY2531322950CE,2025-02-18T14:00:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
90,NIFTY2531322950CE,2025-02-18T13:59:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
91,NIFTY2531322950CE,2025-02-18T13:58:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
92,NIFTY2531322950CE,2025-02-18T13:57:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
93,NIFTY2531322950CE,2025-02-18T13:56:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
94,NIFTY2531322950CE,2025-02-18T13:55:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
95,NIFTY2531322950CE,2025-02-18T13:54:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
96,NIFTY2531322950CE,2025-02-18T13:53:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
97,NIFTY2531322950CE,2025-02-18T13:52:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
98,NIFTY2531322950CE,2025-02-18T13:51:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
99,NIFTY2531322950CE,2025-02-18T13:50:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
100,NIFTY2531322950CE,2025-02-18T13:49:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
101,NIFTY2531322950CE,2025-02-18T13:48:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
102,NIFTY2531322950CE,2025-02-18T13:47:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,0,600
103,NIFTY2531322950CE,2025-02-18T13:46:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,397.55,397.55,397.55,397.55,75,600
104,NIFTY2531322950CE,2025-02-18T13:45:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,388.5,388.5,388.5,388.5,0,450
105,NIFTY2531322950CE,2025-02-18T13:44:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,388.5,388.5,388.5,388.5,0,450
106,NIFTY2531322950CE,2025-02-18T13:43:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,388.5,388.5,388.5,388.5,0,450
107,NIFTY2531322950CE,2025-02-18T13:42:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,388.5,388.5,388.5,388.5,0,450
108,NIFTY2531322950CE,2025-02-18T13:41:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,388.5,388.5,388.5,388.5,0,450
109,NIFTY2531322950CE,2025-02-18T13:40:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,388.5,388.5,388.5,388.5,0,450
110,NIFTY2531322950CE,2025-02-18T13:39:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,388.5,388.5,388.5,388.5,0,450
111,NIFTY2531322950CE,2025-02-18T13:38:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,388.5,388.5,388.5,388.5,0,450
112,NIFTY2531322950CE,2025-02-18T13:37:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,388.5,388.5,388.5,388.5,0,450
113,NIFTY2531322950CE,2025-02-18T13:36:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,388.5,388.5,388.5,388.5,0,450
114,NIFTY2531322950CE,2025-02-18T13:35:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,388.5,388.5,388.5,388.5,0,450
115,NIFTY2531322950CE,2025-02-18T13:34:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,388.1,388.5,388.1,388.5,150,450
116,NIFTY2531322950CE,2025-02-18T13:33:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
117,NIFTY2531322950CE,2025-02-18T13:32:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
118,NIFTY2531322950CE,2025-02-18T13:31:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
119,NIFTY2531322950CE,2025-02-18T13:30:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
120,NIFTY2531322950CE,2025-02-18T13:29:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
121,NIFTY2531322950CE,2025-02-18T13:28:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
122,NIFTY2531322950CE,2025-02-18T13:27:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
123,NIFTY2531322950CE,2025-02-18T13:26:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
124,NIFTY2531322950CE,2025-02-18T13:25:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
125,NIFTY2531322950CE,2025-02-18T13:24:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
126,NIFTY2531322950CE,2025-02-18T13:23:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
127,NIFTY2531322950CE,2025-02-18T13:22:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
128,NIFTY2531322950CE,2025-02-18T13:21:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
129,NIFTY2531322950CE,2025-02-18T13:20:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
130,NIFTY2531322950CE,2025-02-18T13:19:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
131,NIFTY2531322950CE,2025-02-18T13:18:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
132,NIFTY2531322950CE,2025-02-18T13:17:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
133,NIFTY2531322950CE,2025-02-18T13:16:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
134,NIFTY2531322950CE,2025-02-18T13:15:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
135,NIFTY2531322950CE,2025-02-18T13:14:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
136,NIFTY2531322950CE,2025-02-18T13:13:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
137,NIFTY2531322950CE,2025-02-18T13:12:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
138,NIFTY2531322950CE,2025-02-18T13:11:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
139,NIFTY2531322950CE,2025-02-18T13:10:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
140,NIFTY2531322950CE,2025-02-18T13:09:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
141,NIFTY2531322950CE,2025-02-18T13:08:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
142,NIFTY2531322950CE,2025-02-18T13:07:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
143,NIFTY2531322950CE,2025-02-18T13:06:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
144,NIFTY2531322950CE,2025-02-18T13:05:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
145,NIFTY2531322950CE,2025-02-18T13:04:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
146,NIFTY2531322950CE,2025-02-18T13:03:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
147,NIFTY2531322950CE,2025-02-18T13:02:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
148,NIFTY2531322950CE,2025-02-18T13:01:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
149,NIFTY2531322950CE,2025-02-18T13:00:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
150,NIFTY2531322950CE,2025-02-18T12:59:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
151,NIFTY2531322950CE,2025-02-18T12:58:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
152,NIFTY2531322950CE,2025-02-18T12:57:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
153,NIFTY2531322950CE,2025-02-18T12:56:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
154,NIFTY2531322950CE,2025-02-18T12:55:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
155,NIFTY2531322950CE,2025-02-18T12:54:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
156,NIFTY2531322950CE,2025-02-18T12:53:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
157,NIFTY2531322950CE,2025-02-18T12:52:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
158,NIFTY2531322950CE,2025-02-18T12:51:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
159,NIFTY2531322950CE,2025-02-18T12:50:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
160,NIFTY2531322950CE,2025-02-18T12:49:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
161,NIFTY2531322950CE,2025-02-18T12:48:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
162,NIFTY2531322950CE,2025-02-18T12:47:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
163,NIFTY2531322950CE,2025-02-18T12:46:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
164,NIFTY2531322950CE,2025-02-18T12:45:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
165,NIFTY2531322950CE,2025-02-18T12:44:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
166,NIFTY2531322950CE,2025-02-18T12:43:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
167,NIFTY2531322950CE,2025-02-18T12:42:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
168,NIFTY2531322950CE,2025-02-18T12:41:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
169,NIFTY2531322950CE,2025-02-18T12:40:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
170,NIFTY2531322950CE,2025-02-18T12:39:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
171,NIFTY2531322950CE,2025-02-18T12:38:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
172,NIFTY2531322950CE,2025-02-18T12:37:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
173,NIFTY2531322950CE,2025-02-18T12:36:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
174,NIFTY2531322950CE,2025-02-18T12:35:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
175,NIFTY2531322950CE,2025-02-18T12:34:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
176,NIFTY2531322950CE,2025-02-18T12:33:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
177,NIFTY2531322950CE,2025-02-18T12:32:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
178,NIFTY2531322950CE,2025-02-18T12:31:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
179,NIFTY2531322950CE,2025-02-18T12:30:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
180,NIFTY2531322950CE,2025-02-18T12:29:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
181,NIFTY2531322950CE,2025-02-18T12:28:00+05:30,1minute,2025-03-13,CE,22950.0,NIFTY,360.65,360.65,360.65,360.65,0,225
